断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况,数据时间
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_22_13h17m
锡东水厂,2023/6/22 8:00,Ⅳ,27.7,8.3,6.67,399.6,58.7,2.83,0.025,0.056,0.73,0.017,8704820,正常,2023_06_22_13h17m
兰山嘴,2023/6/22 12:00,Ⅲ,26,8.72,13.52,466,26,2.76,0.025,0.041,1.27,0.037,22591780,正常,2023_06_22_13h17m
拖山,2023/6/22 12:00,Ⅳ,28,8.97,13.24,474.9,177.8,3.74,0.025,0.075,1.31,0.078,34710320,正常,2023_06_22_13h17m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_22_13h17m
汤溇,2023/6/22 8:00,Ⅳ,29.6,6.98,3.38,467.7,21.7,3.27,0.225,0.078,1.44,*,*,正常,2023_06_22_13h17m
小梅口,2023/6/22 12:00,Ⅴ,27.9,7.31,2.52,386.8,39.2,3.35,0.096,0.083,2.46,*,*,正常,2023_06_22_13h17m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_22_17h17m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_22_17h17m
锡东水厂,2023/6/22 12:00,Ⅳ,28.2,8.49,7.25,399,51.7,2.86,0.025,0.057,0.68,0.017,7837620,正常,2023_06_22_17h17m
兰山嘴,2023/6/22 16:00,劣Ⅴ,26.3,9.14,17.3,463.9,26.6,2.76,0.025,0.039,1.21,0.044,24474430,正常,2023_06_22_17h17m
拖山,2023/6/22 16:00,劣Ⅴ,29,9.14,18.23,442,27.8,4.47,0.025,0.082,1.24,0.097,39929420,正常,2023_06_22_17h17m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_22_17h17m
汤溇,2023/6/22 12:00,Ⅱ,30.7,7.91,7.13,474.7,30.2,2.45,0.041,0.059,0.9,*,*,正常,2023_06_22_17h17m
小梅口,2023/6/22 16:00,Ⅳ,28.6,7.37,3.22,393.1,37.8,3.33,0.081,0.081,2.5,*,*,正常,2023_06_22_17h17m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_22_21h18m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_22_21h18m
锡东水厂,2023/6/22 16:00,Ⅳ,28.3,8.46,7.01,400,54.8,2.75,0.025,0.054,0.68,0.022,7486740,正常,2023_06_22_21h18m
兰山嘴,2023/6/22 20:00,Ⅲ,25.1,8.44,10.55,469,30.6,2.63,0.025,0.04,1.22,0.022,20411870,正常,2023_06_22_21h18m
拖山,2023/6/22 20:00,Ⅳ,27.9,8.79,13.08,436.5,20.9,4.7,0.025,0.072,1.18,0.066,28207450,正常,2023_06_22_21h18m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_22_21h18m
汤溇,2023/6/22 16:00,Ⅱ,30.7,8.2,8.3,474.4,28.1,2.54,0.043,0.056,0.9,*,*,正常,2023_06_22_21h18m
小梅口,2023/6/22 20:00,Ⅳ,28.4,7.39,3.64,394.8,35.4,3.65,0.075,0.077,2.48,*,*,正常,2023_06_22_21h18m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_09h04m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_25_09h04m
锡东水厂,2023/6/25 4:00,Ⅳ,25.5,8.04,6,403,71,2.79,0.046,0.061,0.76,0.014,8786700,正常,2023_06_25_09h04m
兰山嘴,2023/6/25 8:00,Ⅳ,22.6,7.62,6.82,466,164.7,2.99,0.096,0.068,1.39,0.012,17439270,正常,2023_06_25_09h04m
拖山,2023/6/25 8:00,Ⅳ,25.4,7.86,6.75,469.3,41.1,3.26,0.11,0.079,1.49,0.013,17018520,正常,2023_06_25_09h04m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_09h04m
汤溇,2023/6/25 4:00,Ⅳ,25.8,6.95,3.26,441.4,46.2,4.6,0.318,0.152,2.39,*,*,正常,2023_06_25_09h04m
小梅口,2023/6/25 8:00,Ⅳ,25.1,7.31,4.33,304.9,130.6,5.47,0.161,0.156,2.8,*,*,正常,2023_06_25_09h04m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_13h04m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_25_13h04m
锡东水厂,2023/6/25 8:00,Ⅳ,25.5,8.01,5.89,398.3,80.3,2.7,0.056,0.067,0.8,0.013,7751330,正常,2023_06_25_13h04m
兰山嘴,2023/6/25 12:00,Ⅳ,22.5,7.49,6.49,463.1,143.4,3.09,0.11,0.073,1.47,0.012,17042920,正常,2023_06_25_13h04m
拖山,2023/6/25 12:00,Ⅳ,25.4,7.85,7.14,468.7,47,3.47,0.09,0.083,1.44,0.017,17773930,正常,2023_06_25_13h04m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_13h04m
汤溇,2023/6/25 8:00,Ⅴ,25.8,6.92,3,438.6,46.7,4.42,0.33,0.156,2.48,*,*,正常,2023_06_25_13h04m
小梅口,2023/6/25 12:00,Ⅳ,25,7.24,3.54,302.5,126,5.57,0.171,0.147,3.02,*,*,正常,2023_06_25_13h04m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_17h05m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_25_17h05m
锡东水厂,2023/6/25 12:00,Ⅳ,25.6,8.02,5.88,400,81,2.9,0.052,0.063,0.81,0.012,7657580,正常,2023_06_25_17h05m
兰山嘴,2023/6/25 16:00,Ⅳ,23.1,7.52,6.29,457.6,121.1,3.11,0.123,0.081,1.49,0.012,17736530,正常,2023_06_25_17h05m
拖山,2023/6/25 16:00,Ⅳ,25.7,7.9,7.4,471.2,44.7,3.37,0.1,0.086,1.47,0.015,17044030,正常,2023_06_25_17h05m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_17h05m
汤溇,2023/6/25 12:00,Ⅳ,26,6.93,3.1,446.2,45.1,4.63,0.349,0.155,2.63,*,*,正常,2023_06_25_17h05m
小梅口,2023/6/25 16:00,Ⅳ,25.3,7.2,3.24,292.6,105.4,5.47,0.202,0.132,2.98,*,*,正常,2023_06_25_17h05m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_21h06m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_25_21h06m
锡东水厂,2023/6/25 16:00,Ⅳ,26,8.11,6.41,399.9,123.7,3.29,0.033,0.077,0.96,0.014,9675180,正常,2023_06_25_21h06m
兰山嘴,2023/6/25 20:00,Ⅳ,23.2,7.38,5.05,461.6,141.6,3.27,0.098,0.081,1.17,0.013,16745660,正常,2023_06_25_21h06m
拖山,2023/6/25 20:00,Ⅳ,25.8,7.8,6.63,473.6,45.1,3.35,0.12,0.076,1.19,0.011,14481960,正常,2023_06_25_21h06m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_25_21h06m
汤溇,2023/6/25 16:00,Ⅳ,26.6,6.97,3.4,447.1,42.6,4.37,0.343,0.146,2.67,*,*,正常,2023_06_25_21h06m
小梅口,2023/6/25 20:00,Ⅳ,25.6,7.18,3.24,279.4,95.5,4.8,0.147,0.122,2.9,*,*,正常,2023_06_25_21h06m
沙渚,2023/5/19 8:00,Ⅱ,22,7.46,7.22,519.7,101,2.75,0.14,0.052,2.48,0.016,*,正常,2023_06_26_01h07m
陈东港,2023/5/18 12:00,Ⅲ,22.9,7.6,6.7,460.8,71.3,3.97,0.085,0.129,1.26,*,*,正常,2023_06_26_01h07m
锡东水厂,2023/6/25 20:00,Ⅳ,26,8.04,6.06,402.2,103.5,3.09,0.045,0.072,0.94,0.015,9146550,正常,2023_06_26_01h07m
兰山嘴,2023/6/26 0:00,Ⅳ,23,7.44,5.44,461,138.7,2.9,0.104,0.077,1.24,0.011,15952970,正常,2023_06_26_01h07m
拖山,2023/6/26 0:00,Ⅳ,25.7,7.8,6.56,476,32.6,3.07,0.12,0.072,0.99,0.016,15340520,正常,2023_06_26_01h07m
兰山嘴(老),2023/5/18 12:00,Ⅳ,24.1,7.69,6.64,227.2,180.1,4.17,0.028,0.258,3.8,0.068,*,正常,2023_06_26_01h07m
汤溇,2023/6/25 20:00,Ⅳ,26.6,6.97,3.08,457.8,38,4.24,0.334,0.152,2.71,*,*,正常,2023_06_26_01h07m
小梅口,2023/6/26 0:00,Ⅴ,25.5,7.14,2.96,252.8,92.4,4.23,0.144,0.108,3.2,*,*,正常,2023_06_26_01h07m
沙渚,2023/5/19 8:00,Ⅱ,22,7.46,7.22,519.7,101,2.75,0.14,0.052,2.48,0.016,*,正常,2023_06_26_05h07m
陈东港,2023/5/18 12:00,Ⅲ,22.9,7.6,6.7,460.8,71.3,3.97,0.085,0.129,1.26,*,*,正常,2023_06_26_05h07m
锡东水厂,2023/6/26 0:00,Ⅳ,25.9,8.05,6.14,404.5,91.9,3.05,0.034,0.072,0.9,0.014,9752450,正常,2023_06_26_05h07m
兰山嘴,2023/6/26 4:00,Ⅳ,23,7.41,5.05,460.3,134.8,2.9,0.096,0.078,1.22,0.01,17142010,正常,2023_06_26_05h07m
拖山,2023/6/26 4:00,Ⅳ,25.6,7.78,6.7,473.2,33.3,3.07,0.19,0.071,1.01,0.017,15546110,正常,2023_06_26_05h07m
兰山嘴(老),2023/5/18 12:00,Ⅳ,24.1,7.69,6.64,227.2,180.1,4.17,0.028,0.258,3.8,0.068,*,正常,2023_06_26_05h07m
汤溇,2023/6/26 0:00,Ⅴ,26.5,6.87,2.63,462.2,35.9,4.38,0.335,0.154,2.73,*,*,正常,2023_06_26_05h07m
小梅口,2023/6/26 4:00,Ⅴ,25.5,7.14,2.96,252.8,92.4,4.23,0.144,0.108,3.2,*,*,正常,2023_06_26_05h07m
沙渚,??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_26_09h08m
陈东港,??,,--,--,--,--,--,--,--,--,--,*,*,维护,2023_06_26_09h08m
锡东水厂,2023/6/26 4:00,Ⅳ,25.8,8,6.04,405.3,87.9,3.02,0.037,0.069,0.91,0.014,8973830,正常,2023_06_26_09h08m
兰山嘴,2023/6/26 8:00,Ⅳ,22.8,7.44,6.01,458.9,117,2.74,0.094,0.077,1.23,0.008,15160280,正常,2023_06_26_09h08m
拖山,2023/6/26 8:00,,25.6,7.67,6.45,480,50.3,--,0.2,0.077,1.3,0.007,12787090,维护,2023_06_26_09h08m
兰山嘴(老),??,,--,--,--,--,--,--,--,--,--,--,*,维护,2023_06_26_09h08m
汤溇,2023/6/26 4:00,Ⅴ,26.4,6.87,2.35,464.1,33.9,4.17,0.327,0.154,2.75,*,*,正常,2023_06_26_09h08m
小梅口,2023/6/26 8:00,Ⅴ,24.9,7.16,2.7,263.8,89.1,4.1,0.153,0.096,3.45,*,*,正常,2023_06_26_09h08m
锡东水厂,2023/6/26 8:00,Ⅳ,25.8,7.98,5.96,403.6,98.9,2.9,0.036,0.068,0.89,0.013,8602800,正常,2023_06_26_13h09m
兰山嘴,2023/6/26 12:00,Ⅳ,22.9,7.48,6.22,458.9,108,2.66,0.094,0.074,1.16,0.008,15160280,正常,2023_06_26_13h09m
拖山,2023/6/26 12:00,,25.9,7.73,6.72,481.4,83,--,0.17,0.074,1.37,0.008,13716560,维护,2023_06_26_13h09m
汤溇,2023/6/26 8:00,Ⅴ,26.5,6.84,2.09,465.5,34.6,4.14,0.323,0.157,2.72,*,*,正常,2023_06_26_13h09m
小梅口,2023/6/26 12:00,Ⅴ,24.8,7.15,2.55,269,74.1,4.06,0.174,0.096,3.57,*,*,正常,2023_06_26_13h09m
锡东水厂,2023/6/26 12:00,Ⅳ,26.1,8.07,6.82,398.6,98.6,2.9,0.027,0.08,0.89,0.01,11226300,正常,2023_06_26_17h09m
兰山嘴,2023/6/26 16:00,Ⅳ,23.5,7.57,6.88,460.1,108.1,2.68,0.065,0.078,1.11,0.01,16052060,正常,2023_06_26_17h09m
拖山,2023/6/26 16:00,Ⅳ,26.4,7.73,6.88,483.8,121.8,3.18,0.16,0.077,1.32,0.008,14142380,正常,2023_06_26_17h09m
汤溇,2023/6/26 12:00,Ⅴ,26.7,6.88,2.25,467.2,30.7,4.34,0.306,0.157,2.71,*,*,正常,2023_06_26_17h09m
小梅口,2023/6/26 16:00,Ⅴ,24.9,7.15,2.71,259.7,77.2,4.29,0.166,0.091,3.67,*,*,正常,2023_06_26_17h09m
锡东水厂,2023/6/26 16:00,Ⅳ,26.6,8.12,6.91,395.6,106.6,3.22,0.032,0.079,1.13,0.012,12156080,正常,2023_06_26_21h10m
兰山嘴,2023/6/26 20:00,Ⅳ,23.6,7.7,7.11,466.5,106.1,2.85,0.059,0.077,1.14,0.011,15853880,正常,2023_06_26_21h10m
拖山,2023/6/26 20:00,Ⅳ,26.5,7.7,6.78,489.7,129.2,2.85,0.21,0.072,1.28,0.008,13426630,正常,2023_06_26_21h10m
汤溇,2023/6/26 16:00,Ⅴ,27,6.93,2.47,465.5,28.9,4.4,0.287,0.153,2.67,*,*,正常,2023_06_26_21h10m
小梅口,2023/6/26 20:00,Ⅴ,25.4,7.12,2.82,253.3,79.8,4.04,0.152,0.09,3.82,*,*,正常,2023_06_26_21h10m
锡东水厂,2023/6/26 20:00,Ⅳ,26.7,8.17,7.06,398.4,79.3,3.1,0.025,0.07,1.03,0.016,12981540,正常,2023_06_27_01h11m
兰山嘴,2023/6/27 0:00,Ⅳ,23.5,7.67,6.56,467.5,108.9,2.97,0.066,0.075,1.27,0.012,15457540,正常,2023_06_27_01h11m
拖山,2023/6/27 0:00,Ⅳ,26.4,7.71,6.68,486.2,151.7,3.02,0.21,0.068,1.21,0.009,13384400,正常,2023_06_27_01h11m
汤溇,2023/6/26 20:00,Ⅴ,27,6.86,2.4,467.4,27.6,4.2,0.286,0.155,2.65,*,*,正常,2023_06_27_01h11m
小梅口,2023/6/27 0:00,Ⅴ,25.2,7.11,2.7,247.6,76.4,4.4,0.143,0.085,4.07,*,*,正常,2023_06_27_01h11m
锡东水厂,2023/6/27 0:00,Ⅳ,26.6,8.07,6.7,391.6,77,2.94,0.031,0.068,1,0.015,12645910,正常,2023_06_27_05h11m
兰山嘴,2023/6/27 4:00,Ⅳ,23.4,7.59,6,468.9,111.1,2.97,0.072,0.076,1.28,0.011,15259360,正常,2023_06_27_05h11m
拖山,2023/6/27 4:00,Ⅳ,26.3,7.68,6.56,486.1,163.1,3.02,0.17,0.07,1.18,0.009,13200840,正常,2023_06_27_05h11m
汤溇,2023/6/27 0:00,劣Ⅴ,26.8,6.87,1.96,466,27.1,4.51,0.289,0.152,2.66,*,*,正常,2023_06_27_05h11m
小梅口,2023/6/27 4:00,Ⅴ,25.2,7.11,2.7,247.6,76.4,4.4,0.143,0.085,4.07,*,*,正常,2023_06_27_05h11m
锡东水厂,2023/6/27 4:00,Ⅳ,26.4,8.06,6.67,391.9,64,2.8,0.025,0.062,0.91,0.017,13831690,正常,2023_06_27_09h12m
兰山嘴,2023/6/27 8:00,Ⅳ,23.4,7.58,6.27,464.8,96.4,3.2,0.049,0.079,1.55,0.013,15655710,正常,2023_06_27_09h12m
拖山,2023/6/27 8:00,Ⅳ,26.9,7.82,6.87,489.8,247.1,5.88,0.19,0.064,1.18,0.009,13468840,正常,2023_06_27_09h12m
汤溇,2023/6/27 4:00,劣Ⅴ,26.7,6.84,1.67,470.7,24.7,4.41,0.299,0.151,2.62,*,*,正常,2023_06_27_09h12m
小梅口,2023/6/27 8:00,Ⅴ,24.7,7.07,2.47,247.7,77.9,3.75,0.158,0.081,4.31,*,*,正常,2023_06_27_09h12m
锡东水厂,2023/6/27 8:00,Ⅳ,26.5,8.04,6.56,391.7,58.9,2.65,0.025,0.06,0.85,0.019,15634990,正常,2023_06_27_13h13m
兰山嘴,2023/6/27 12:00,Ⅳ,23.9,7.68,7.13,463.4,87.4,3.52,0.056,0.082,1.58,0.014,16349320,正常,2023_06_27_13h13m
拖山,2023/6/27 12:00,Ⅳ,27.1,7.73,6.83,483.5,107.6,3.39,0.13,0.067,1.3,0.008,13615440,正常,2023_06_27_13h13m
汤溇,2023/6/27 8:00,劣Ⅴ,26.7,6.82,1.59,468.7,25.2,4.4,0.288,0.148,2.6,*,*,正常,2023_06_27_13h13m
小梅口,2023/6/27 12:00,Ⅴ,24.7,7.1,2.21,267.8,79.6,3.91,0.174,0.083,4.12,*,*,正常,2023_06_27_13h13m
锡东水厂,2023/6/27 12:00,Ⅳ,26.9,8.17,6.96,396.2,64.9,2.8,0.025,0.065,0.88,0.017,14543550,正常,2023_06_27_17h14m
兰山嘴,2023/6/27 16:00,Ⅳ,24.7,7.96,8.71,456.7,72.7,3.54,0.03,0.09,1.73,0.022,17934700,正常,2023_06_27_17h14m
拖山,2023/6/27 16:00,Ⅳ,27.5,7.81,7.14,488.2,51.8,3.26,0.11,0.072,1.32,0.009,15843680,正常,2023_06_27_17h14m
汤溇,2023/6/27 12:00,Ⅴ,27.1,6.87,2.2,473.8,23.8,4.49,0.265,0.145,2.54,*,*,正常,2023_06_27_17h14m
小梅口,2023/6/27 16:00,Ⅴ,25.3,7.11,2.27,278.6,76.2,4.24,0.202,0.088,3.85,*,*,正常,2023_06_27_17h14m
锡东水厂,2023/6/27 16:00,Ⅳ,27.5,8.43,8.03,396.5,59.7,2.96,0.025,0.063,0.86,0.02,17999080,正常,2023_06_27_21h14m
兰山嘴,2023/6/27 20:00,Ⅳ,24.8,8.4,10.97,452.4,84.8,4.37,0.028,0.082,1.81,0.035,17241100,正常,2023_06_27_21h14m
拖山,2023/6/27 20:00,Ⅳ,27.5,7.83,7.24,488.8,44.9,2.95,0.12,0.065,1.22,0.012,15083370,正常,2023_06_27_21h14m
汤溇,2023/6/27 16:00,Ⅴ,27.7,6.91,2.56,476.4,20.8,4.59,0.252,0.132,2.51,*,*,正常,2023_06_27_21h14m
小梅口,2023/6/27 20:00,Ⅴ,25.6,7.09,2.49,250.6,76,4.1,0.16,0.081,4.02,*,*,正常,2023_06_27_21h14m
锡东水厂,2023/6/27 20:00,Ⅳ,27.8,8.55,8.38,395.9,52.5,2.92,0.025,0.062,0.81,0.022,17011760,正常,2023_06_28_01h15m
兰山嘴,2023/6/28 0:00,Ⅳ,24.5,8.17,9.54,451.4,87.3,4.37,0.036,0.081,1.81,0.031,16646580,正常,2023_06_28_01h15m
拖山,2023/6/28 0:00,Ⅳ,27.1,7.71,6.6,486.9,42.4,2.95,0.13,0.069,1.34,0.01,14365850,正常,2023_06_28_01h15m
汤溇,2023/6/27 20:00,Ⅴ,27.8,6.9,2.71,479.5,21.4,4.38,0.234,0.135,2.47,*,*,正常,2023_06_28_01h15m
小梅口,2023/6/28 0:00,Ⅴ,25.8,7.09,2.56,252,84.6,4.34,0.157,0.076,4.12,*,*,正常,2023_06_28_01h15m
锡东水厂,2023/6/28 0:00,Ⅳ,27.6,8.39,7.73,396.4,57.1,3.04,0.025,0.064,0.85,0.019,16572530,正常,2023_06_28_05h16m
兰山嘴,2023/6/28 4:00,Ⅳ,24.4,7.89,8.05,448.1,94.9,4.37,0.038,0.085,2.01,0.028,16250230,正常,2023_06_28_05h16m
拖山,2023/6/28 4:00,Ⅳ,27,7.69,6.4,488.1,46.4,2.95,0.13,0.067,1.3,0.01,14280380,正常,2023_06_28_05h16m
汤溇,2023/6/28 0:00,Ⅴ,27.7,6.93,2.73,478.1,21.6,4.47,0.221,0.134,2.47,*,*,正常,2023_06_28_05h16m
小梅口,2023/6/28 4:00,Ⅴ,25.8,7.09,2.56,252,84.6,4.34,0.157,0.076,4.12,*,*,正常,2023_06_28_05h16m
锡东水厂,2023/6/28 4:00,Ⅳ,27.4,8.3,7.22,397.4,57.5,2.89,0.025,0.063,0.85,0.02,15761730,正常,2023_06_28_09h16m
兰山嘴,2023/6/28 8:00,Ⅳ,24.5,7.87,8.18,447,92.6,4.28,0.025,0.091,2.08,0.025,16349320,正常,2023_06_28_09h16m
拖山,2023/6/28 8:00,Ⅳ,27.1,7.7,6.54,484.5,54.7,3.04,0.11,0.076,1.43,0.009,14903430,正常,2023_06_28_09h16m
汤溇,2023/6/28 4:00,Ⅳ,27.3,7.14,4.66,473.7,25.8,3.25,0.18,0.101,2.06,*,*,正常,2023_06_28_09h16m
小梅口,2023/6/28 8:00,Ⅴ,25.3,7.08,2.13,245.6,81.3,3.38,0.134,0.068,4.06,*,*,正常,2023_06_28_09h16m
锡东水厂,2023/6/28 8:00,Ⅳ,27.6,8.27,7.12,398.2,56.8,2.8,0.025,0.059,0.79,0.016,15380720,正常,2023_06_28_13h17m
兰山嘴,2023/6/28 12:00,Ⅳ,25.9,8.21,10.02,446.9,85.6,4.47,0.025,0.088,2.01,0.026,19024660,正常,2023_06_28_13h17m
拖山,2023/6/28 12:00,Ⅳ,29.1,7.91,7.26,496.5,47.5,2.63,0.12,0.063,1.27,0.007,15674770,正常,2023_06_28_13h17m
汤溇,2023/6/28 8:00,Ⅳ,27.4,7.22,4.76,475.8,24.2,3.35,0.197,0.097,1.99,*,*,正常,2023_06_28_13h17m
小梅口,2023/6/28 12:00,Ⅴ,25.4,7.05,2,239.2,87,3.54,0.145,0.072,4.21,*,*,正常,2023_06_28_13h17m
锡东水厂,2023/6/28 12:00,Ⅳ,27.9,8.24,6.82,401.2,62.5,2.99,0.025,0.059,1.55,0.016,11429690,正常,2023_06_28_17h18m
兰山嘴,2023/6/28 16:00,Ⅳ,30.3,7.44,7.69,408.9,158.8,4.85,0.025,0.088,1.96,0.006,34085840,正常,2023_06_28_17h18m
拖山,2023/6/28 16:00,Ⅳ,30.2,8.1,8.26,494.8,93,2.88,0.09,0.063,1.31,0.011,17717540,正常,2023_06_28_17h18m
汤溇,2023/6/28 12:00,Ⅲ,28.1,7.26,5.24,477.9,26.8,3.22,0.148,0.089,1.93,*,*,正常,2023_06_28_17h18m
小梅口,2023/6/28 16:00,Ⅴ,27.5,7.14,2.81,273.8,82,3.79,0.138,0.065,4.06,*,*,正常,2023_06_28_17h18m
锡东水厂,2023/6/28 16:00,,28.9,8.62,8.47,400.6,47.5,2.99,0.025,--,0.84,0.018,8479810,维护,2023_06_28_21h19m
兰山嘴,2023/6/28 20:00,Ⅳ,26.4,8.37,10.85,446.1,30.9,4.72,0.026,0.078,1.86,0.033,20709130,正常,2023_06_28_21h19m
拖山,2023/6/28 20:00,Ⅳ,30,8.26,8.62,486.9,93.8,2.99,0.05,0.061,1.21,0.017,19220790,正常,2023_06_28_21h19m
汤溇,2023/6/28 16:00,Ⅱ,28.7,7.58,6.49,486.1,23.9,3.12,0.095,0.077,1.78,*,*,正常,2023_06_28_21h19m
小梅口,2023/6/28 20:00,Ⅳ,27.5,7.09,3.33,238.8,30.4,3.7,0.092,0.064,3.89,*,*,正常,2023_06_28_21h19m
锡东水厂,2023/6/28 20:00,Ⅳ,29,8.52,7.94,399.5,53.2,3.15,0.025,0.067,0.88,0.016,6852870,正常,2023_06_29_01h19m
兰山嘴,2023/6/29 0:00,Ⅳ,26.1,8.23,9.91,445.2,26.9,4.72,0.032,0.074,1.95,0.029,20015530,正常,2023_06_29_01h19m
拖山,2023/6/29 0:00,Ⅳ,29.6,8.16,8.5,480,109.6,2.99,0.03,0.054,1.24,0.018,18708980,正常,2023_06_29_01h19m
汤溇,2023/6/28 20:00,Ⅱ,29.1,8.28,8.6,486.2,23.1,3.12,0.045,0.068,1.61,*,*,正常,2023_06_29_01h19m
小梅口,2023/6/29 0:00,Ⅳ,27.5,7.12,3.58,251.9,30.1,3.62,0.133,0.065,3.94,*,*,正常,2023_06_29_01h19m
锡东水厂,2023/6/29 0:00,Ⅳ,28.4,8.2,6.51,399.4,47,2.86,0.025,0.062,0.82,0.014,7583080,正常,2023_06_29_05h20m
兰山嘴,2023/6/29 4:00,Ⅳ,26.1,8.12,9.39,443.1,24.5,4.56,0.036,0.078,1.96,0.025,19024660,正常,2023_06_29_05h20m
拖山,2023/6/29 4:00,Ⅳ,29.3,8.14,8.31,481.3,81,2.98,0.04,0.054,0.9,0.017,17804930,正常,2023_06_29_05h20m
汤溇,2023/6/29 0:00,Ⅱ,29.5,8.19,8.48,489.7,21.5,3.09,0.051,0.066,1.73,*,*,正常,2023_06_29_05h20m
小梅口,2023/6/29 4:00,Ⅳ,27.5,7.12,3.58,251.9,30.1,3.62,0.133,0.065,3.94,*,*,正常,2023_06_29_05h20m
锡东水厂,2023/6/29 4:00,Ⅳ,29,8.35,7.13,404.4,43.6,3.64,0.025,0.059,0.77,0.014,10054750,正常,2023_06_29_09h21m
兰山嘴,2023/6/29 8:00,Ⅳ,26.2,8.22,9.8,443.6,24.9,4.58,0.025,0.081,2,0.024,19718270,正常,2023_06_29_09h21m
拖山,2023/6/29 8:00,Ⅳ,29.1,7.94,7.53,489,111,3.04,0.06,0.052,0.88,0.011,16858970,正常,2023_06_29_09h21m
汤溇,2023/6/29 4:00,Ⅱ,29.2,8.04,7.89,487.1,23,3.16,0.042,0.067,1.71,*,*,正常,2023_06_29_09h21m
小梅口,2023/6/29 8:00,Ⅴ,27.2,7.08,2.34,259.8,29.9,3.69,0.139,0.066,3.89,*,*,正常,2023_06_29_09h21m
锡东水厂,2023/6/29 8:00,Ⅲ,29.3,8.41,7.4,410.1,36.9,2.65,0.025,0.048,0.71,0.012,11071330,正常,2023_06_29_13h21m
兰山嘴,2023/6/29 12:00,Ⅳ,27.1,8.67,12.9,442.1,26.2,4.98,0.025,0.084,1.99,0.034,23582650,正常,2023_06_29_13h21m
拖山,2023/6/29 12:00,Ⅳ,29.5,8.03,7.83,488.6,91.8,2.94,0.04,0.06,1.21,0.013,18101920,正常,2023_06_29_13h21m
汤溇,2023/6/29 8:00,Ⅱ,28.9,7.88,6.81,482.8,24.3,3.38,0.044,0.065,1.75,*,*,正常,2023_06_29_13h21m
小梅口,2023/6/29 12:00,Ⅳ,27.2,7.12,3.06,281.3,27.6,3.92,0.141,0.065,3.48,*,*,正常,2023_06_29_13h21m
锡东水厂,2023/6/29 12:00,Ⅳ,30,8.59,8.38,424.8,37.1,2.88,0.025,0.054,0.83,0.014,13221010,正常,2023_06_29_17h22m
兰山嘴,2023/6/29 16:00,Ⅳ,27.7,8.76,14.32,435.9,19.8,5.45,0.025,0.086,2.1,0.041,26654340,正常,2023_06_29_17h22m
拖山,2023/6/29 16:00,Ⅳ,29.9,8.25,8.6,489,107.3,2.94,0.025,0.082,0.87,0.021,23463670,正常,2023_06_29_17h22m
汤溇,2023/6/29 12:00,Ⅱ,29.4,7.68,6.35,471.6,27.4,3.46,0.051,0.064,1.75,*,*,正常,2023_06_29_17h22m
小梅口,2023/6/29 16:00,Ⅳ,28.6,7.23,4.15,306,27.6,4.22,0.177,0.072,3.26,*,*,正常,2023_06_29_17h22m
锡东水厂,2023/6/29 16:00,Ⅳ,30.2,8.46,7.42,422.1,42,2.95,0.025,0.052,0.77,0.015,11480220,正常,2023_06_29_21h23m
兰山嘴,2023/6/29 20:00,Ⅳ,27.4,8.84,14.37,438.4,23.6,5.39,0.025,0.085,2,0.056,24177170,正常,2023_06_29_21h23m
拖山,2023/6/29 20:00,Ⅴ,29.6,8.04,7.43,497,87.6,2.91,0.06,0.132,0.84,0.019,18601840,正常,2023_06_29_21h23m
